lights,Press_mm_hg,Windspeed,Visibility,Tdewpoint,T-in,RH-in,rv,RH-out,Appliances
0,756.2333333,11.4000000012,40.0,4.23,21.68791666625,40.16708333375,15.28513154,68.883333335,50
0,756.2,10.8,40.0,4.2,21.691354166249997,40.12588541625,13.54494119,69.18,60
0,756.2,11.4000000012,40.0,4.18,21.665714286249997,40.1020833325,3.923604032,69.28,50
0,756.2,11.9999999988,40.0,4.17,21.65583333375,40.07625,17.02398099,68.883333335,60
0,756.2,12.6,40.0,4.15,21.6641666675,40.07380952375,20.19130514,68.346666665,50
0,756.2,13.2000000012,40.0,4.13,21.64666666625,40.0255,18.75948471,68.195,60
0,756.2,13.7999999988,40.0,4.12,21.6546428575,40.01767857125,32.36976424,68.5975,60
0,756.2,14.4,40.0,4.1,21.6375,39.97483333375,40.25336711,69.265,50
0,756.2333333,14.4,40.0,4.03,21.640386905000003,39.96294642875,0.184879394,69.62833333,50
0,756.2666667,14.4,40.0,3.97,21.639999999999997,39.94275,41.59000765,69.545,50
0,756.3,14.4,40.0,3.9,21.627916666249998,39.89351190625,25.12096143,69.15,50
0,756.3333333,14.4,40.0,3.83,21.634999999999998,39.88791666625,44.37899316,68.99666666499999,60
0,756.3666667,14.4,40.0,3.77,21.635833333749996,40.015952381249996,33.64875172,67.11166667,80
0,756.4,14.4,40.0,3.7,21.63357142875,40.061749999999996,44.64864014,65.295,50
0,756.4333333,14.4,40.0,3.67,21.619226191249997,39.90861012,14.66804059,63.496666669999996,60
0,756.4666667,14.4,40.0,3.63,21.646249998749997,39.728714286249996,35.61912535,62.38333333,50
0,756.5,14.4,40.0,3.6,21.721071428749998,39.431190475,42.38384153,60.644999999999996,80
0,756.5333333,14.4,40.0,3.57,21.772499999999997,39.100511905,33.46003094,59.465,80
0,756.5666667,14.4,40.0,3.53,21.8045833325,38.872327381249995,18.71590149,57.76333333,50
0,756.6,14.4,40.0,3.5,21.839166666249998,38.64105952375,22.82052181,57.346666665,70
0,756.6,16.2,40.0,2.95,22.008749999999996,38.035916667500004,17.92961007,51.1,120
0,756.6,18.0,40.0,2.4,22.04333333375,37.74964285625,44.39295001,47.611666665,130
0,756.6,18.6000000012,40.0,2.38,22.03678571375,37.6765178575,38.6251518,45.981666665,130
0,756.6,19.1999999988,40.0,2.37,22.02541666625,37.551464286249995,41.39039982,44.63,120
0,756.6,19.8,40.0,2.35,22.050416666249998,37.4302827375,3.089616285,42.896666665,140
0,756.6,20.400000001200002,40.0,2.33,22.0903125,37.25928571375,29.15607721,41.746666665,100
0,756.6,20.9999999988,40.0,2.32,22.117916666249997,37.1125833325,5.590061401,41.283333335,110
0,757.0,18.0,40.0,1.35,22.41125,36.881071428750005,25.67292394,33.615,90
0,757.0,18.0,40.0,1.27,22.426249999999996,36.80958333375,2.653855772,33.133333334999996,100
0,757.0,18.0,40.0,1.18,22.41708333375,36.792440475,34.12774063,32.6483333315,90
0,757.0,18.0,40.0,1.1,22.399047619999997,36.677309525,40.24765964,31.8483333335,90
0,757.0,17.3999999988,40.0,0.983,22.393124999999998,36.509541665,31.65329705,31.4914285715,100
0,757.0,16.8000000012,40.0,0.867,22.359583332499998,36.348333335,46.21982503,32.308,100
10,757.0,16.2,40.0,0.75,22.33729166625,36.2439583325,2.063288377,32.2914285715,100
0,757.0,15.5999999988,40.0,0.633,22.33642857125,36.11337797625,6.509615248,31.287,130
0,757.0,14.4,40.0,0.4,22.390833332499998,36.2692857125,46.90527207,28.807,110
0,757.0,15.5999999988,40.0,0.3,22.401249999999994,36.387916665,49.26401597,27.215238093500002,110
0,757.0,16.8000000012,40.0,0.2,22.397499999999997,36.381547620000006,32.30554364,26.928333334999998,110
0,757.0,18.0,40.0,0.1,22.388749999999998,36.34287499999999,36.95492826,27.3492857145,110
10,757.0,19.1999999988,40.0,0.0,22.392261903749997,36.35833333375,27.48189629,27.346666665,110
0,757.0,20.400000001200002,40.0,-0.1,22.352583332499997,36.28133333375,1.571514981,25.695476191999997,110
0,757.0,21.6,40.0,-0.2,22.360238094999996,36.19053571375,8.133628359,24.75,110
0,757.05,21.6,40.0,-0.2,22.3675,36.1158333325,19.35421067,24.907142857,110
0,757.1,21.6,40.0,-0.2,22.356249999999996,36.03433928625,41.86773993,25.0166666665,80
0,757.15,21.6,40.0,-0.2,22.352375,35.894083332499996,14.57685428,25.5,90
0,757.2,21.6,40.0,-0.2,22.385669642499998,35.75539434625,4.950712959,26.0,80
0,757.25,21.6,40.0,-0.2,22.3946428575,35.516857143749995,26.2857339,26.5,80
10,757.3,21.6,40.0,-0.2,22.397499999999997,35.3085,35.45930252,27.0,70
0,757.3,22.7999999988,40.0,-0.3,22.387916667499997,35.11589285749999,12.96399302,26.833333335,80
0,757.3,24.0000000012,40.0,-0.4,22.346666666249995,34.978809525,2.816467255,26.666666665,80
0,757.3,25.2,40.0,-0.5,22.332499999999996,34.8169047625,12.45057451,26.5,70
0,757.3,26.3999999988,40.0,-0.6,22.31291666625,34.691238094999996,1.021004049,26.333333335,60
0,757.3,27.6000000012,40.0,-0.7,22.307678571249998,34.554940476249996,4.157322296,26.166666665,60
0,757.3,28.8,40.0,-0.8,22.30208333375,34.39047619125,47.33071894,26.0,60
0,757.35,28.1999999988,40.0,-1.03,22.267261904999998,34.20447619,26.37912926,25.833333335,80
0,757.4,27.6000000012,40.0,-1.27,22.276249999999997,34.07791666625,21.03146708,25.666666665,80
10,757.45,27.0,40.0,-1.5,22.296249999999997,33.9831547625,3.98727766,25.5,80
0,757.5,26.3999999988,40.0,-1.73,22.29333333375,33.86857142875,30.2164337,25.333333335,70
0,757.55,25.8000000012,40.0,-1.97,22.270952379999997,33.72523809375,9.704013285,25.166666665,80
0,757.6,25.2,40.0,-2.2,22.2675,33.612166666250005,11.92304064,25.0,80
0,757.7666667,31.2000000012,40.0,-2.28,22.22791666625,34.7421875,41.4473964,25.1649999985,120
0,757.8,32.4,40.0,-2.3,22.230749999999997,34.774999998750005,10.02778925,24.0,120
0,757.8666667,30.6,40.0,-2.0,22.211011904999996,34.8068452375,45.74890264,25.45,140
0,757.9333333,28.8,40.0,-1.7,22.26675,37.97458333375,30.1326933,27.8666666665,110
0,758.0,27.0,40.0,-1.4,22.269583333750003,38.005119046249995,4.287045414,30.115000000000002,110
0,758.0666667,25.2,40.0,-1.1,22.24854166625,38.356125,14.54959746,31.965,120
10,758.1333333,23.400000000000002,40.0,-0.8,22.273035713749998,38.570761905,2.24474424,34.1666666665,100
0,758.2,21.6,40.0,-0.5,22.22791666625,38.09841666625,5.356465001,36.046666665000004,120
0,758.25,20.400000001200002,40.0,-0.5,22.20208333375,37.59154761875,25.12070829,36.396666666499996,120
0,758.3,19.1999999988,40.0,-0.5,22.161249999999995,36.9765625,45.19330548,37.2,120
0,758.35,18.0,40.0,-0.5,22.147499999999997,36.621011903749995,13.1703673,38.296666665000004,110
0,758.4,16.8000000012,40.0,-0.5,22.116202379999997,36.30627381,22.25911297,39.13,110
0,758.45,15.5999999988,40.0,-0.5,22.09178571375,36.1074166675,34.2133183,40.148333335000004,110
0,758.5,14.4,40.0,-0.5,22.08825,35.9858333325,43.57329723,41.011666665,100
0,758.6,14.4,40.0,-0.533,22.068988095000005,35.99192857125,27.6335286,41.68,110
10,758.7,14.4,40.0,-0.567,22.05166666625,36.04845237875,42.70195876,42.18,60
0,758.8,14.4,40.0,-0.6,22.047499999999996,36.140416666250005,21.14807082,43.5,70
0,758.9,14.4,40.0,-0.633,22.039166666249997,36.30065476,36.15004958,45.0,60
0,759.0,14.4,40.0,-0.667,22.0136458325,36.400604166250005,49.48611408,46.705833335,70
10,759.1,14.4,40.0,-0.7,22.00797619125,36.46610119125,16.28063491,47.583333335,90
0,759.1,13.2000000012,40.0,-0.7,21.99142857125,36.510029762500004,0.902008009,48.53,60
0,759.1,11.9999999988,40.0,-0.7,21.9725,36.5456547625,40.77327297,50.116666665,60
0,759.1,10.8,40.0,-0.7,21.96458333375,36.66916666625,15.60561922,51.096666665,60
0,759.1,9.6000000012,40.0,-0.7,21.94208333375,36.74910714124999,34.77974354,53.046666665000004,60
0,759.1,8.3999999988,40.0,-0.7,21.92895833375,36.85989583375,2.235347964,54.033333335,50
0,759.1,7.2,40.0,-0.7,21.8855952375,36.90837797625,47.97137857,55.065,60
0,759.1,7.2,40.0,-0.667,21.870833333749996,36.976749998749995,16.78514122,55.77833333,60
0,759.1,7.2,40.0,-0.633,21.848333332499998,37.104107142500006,46.11757991,56.698333335,60
0,759.1,7.2,40.0,-0.6,21.8225,37.1815833325,26.9625323,56.978333335,60
0,759.1,7.2,40.0,-0.567,21.80583333375,37.285297619999994,44.51124126,56.98333333,60
0,759.1,7.2,40.0,-0.533,21.77958333375,37.332083332500005,15.37517642,57.463333335,60
0,759.1,7.2,40.0,-0.5,21.751249999999995,37.37494047625,32.13232656,58.433333335,60
0,759.1,7.2,40.0,-0.483,21.72125,37.44933333375,19.32370336,58.683333329999996,50
0,759.1,7.2,40.0,-0.467,21.718511904999996,37.49250000000001,0.387771381,59.065,50
0,759.1,7.2,40.0,-0.45,21.6915625,37.5328125,20.0059831,59.3475,60
0,759.1,7.2,40.0,-0.433,21.674999999999997,37.55916666624999,0.826893665,59.69833333,60
0,759.1,7.2,40.0,-0.417,21.637226191249997,37.55066666625,3.913114872,60.7,50
0,759.1,7.2,40.0,-0.4,21.63208333375,37.64375,2.077524317,61.283333334999995,60
0,759.0666667,7.8000000012,40.0,-0.35,21.619404762499997,37.68467261875,0.578608993,61.68,60
0,759.0333333,8.3999999988,40.0,-0.3,21.604166666250002,37.75216666625,38.94938454,62.116666665,60
0,759.0,9.0,40.0,-0.25,21.57952380875,37.73694047625,21.16265214,62.18,60
0,758.9666667,9.6000000012,40.0,-0.2,21.57125,37.771750001250005,16.71429863,62.84666667,60
0,758.9333333,10.199999998800001,40.0,-0.15,21.55958333375,37.802178571249996,35.801749,63.64833333,30
0,758.9,10.8,40.0,-0.1,21.519107142499998,37.8441071425,43.37734559,64.348333335,40
0,758.8833333,10.199999998800001,40.0,-0.0667,21.5065178575,37.855690474999996,42.66035749,65.328333335,30
0,758.8666667,9.6000000012,40.0,-0.0333,21.495,37.875,4.960979056,65.198333335,30
0,758.85,9.0,40.0,0.0,21.46291666625,37.889285715,47.46467067,65.08333333499999,60
0,758.8333333,8.3999999988,40.0,0.0333,21.467916666249998,37.8875,12.14024463,65.816666665,70
0,758.8166667,7.8000000012,40.0,0.0667,21.4521428575,37.89783333375,36.59776587,66.463333335,70
0,758.8,7.2,40.0,0.1,21.433750000000003,37.90633333375,32.03307968,66.6,50
0,758.75,7.2,40.0,0.217,21.41190476125,37.91684523875,29.45860792,66.739166665,70
0,758.7,7.2,40.0,0.333,21.416249999999998,37.92533333375,1.802456577,67.33,50
0,758.65,7.2,40.0,0.45,21.408749999999998,37.9126190475,39.02737926,68.18,50
0,758.6,7.2,40.0,0.567,21.400416666250003,37.91666666625001,41.85242088,68.965,60
0,758.55,7.2,40.0,0.683,21.41583333375,37.933392857499996,25.09280588,69.548333335,50
0,758.5,7.2,40.0,0.8,21.403750000000002,37.930083332500004,44.39091248,70.16499999999999,60
0,758.4666667,6.5999999987999995,40.0,0.833,21.38077380875,37.90625,31.94341679,70.398333335,50
0,758.4333333,6.0000000012,40.0,0.867,21.37875,37.92499999875,25.679694,70.765,60
0,758.4,5.4,40.0,0.9,21.377499999999998,37.9423809525,11.07444245,70.965,70
0,758.3666667,4.7999999988,40.0,0.933,21.369374999999998,37.94020833375,34.75629318,70.981666665,50
0,758.3333333,4.2000000012,40.0,0.967,21.36875,37.946875000000006,10.00401269,71.045,70
0,758.3,3.6,40.0,1.0,21.340416666249997,37.926130953750004,19.63697426,71.045,50
0,758.2666667,4.2000000012,37.16666667,1.13,21.336249999999996,37.947625,30.83298448,71.111666665,50
0,758.2333333,4.7999999988,34.33333333,1.27,21.327916666249997,37.958988094999995,14.82358689,71.115,50
0,758.2,5.4,31.5,1.4,21.323749999999997,37.95733333375,24.75796905,71.215,60
0,758.1666667,6.0000000012,28.66666667,1.53,21.3065625,37.97522321375,42.40871069,71.35,50
0,758.1333333,6.5999999987999995,25.83333333,1.67,21.311249999999998,37.96533333250001,38.01533942,71.3225,60
0,758.1,7.2,23.0,1.8,21.3011309525,37.96797619,43.0933645,71.38,60
0,758.0666667,6.5999999987999995,25.83333333,1.82,21.294583333749998,37.97416666625,25.40762647,71.783333335,60
0,758.0333333,6.0000000012,28.66666667,1.83,21.27791666625,37.96482142875,48.25818508,72.16666666500001,60
0,758.0,5.4,31.5,1.85,21.29125,37.97475,36.25634126,72.466666665,50
0,757.9666667,4.7999999988,34.33333333,1.87,21.282083333750002,37.97857142875,14.15455936,72.78,50
0,757.9333333,4.2000000012,37.16666667,1.88,21.282083333750002,38.017250000000004,22.73693318,73.18,40
0,757.9,3.6,40.0,1.9,21.2588690475,38.056845236250005,12.41555032,73.596666665,50
0,757.9,4.2000000012,40.0,1.92,21.2275,37.949583333750006,4.651808646,73.366666665,70
0,757.9,4.7999999988,40.0,1.93,21.2156547625,37.85375744125,22.2550715,72.8,70
0,757.9,5.4,40.0,1.95,21.210500000000003,37.773333333749996,20.98917319,71.616666665,70
0,757.9,6.0000000012,40.0,1.97,21.207440476250003,37.66388988,47.24438199,70.05,70
10,757.9,6.5999999987999995,40.0,1.98,21.21091666625,37.54404166625,45.91597702,69.31666667,80
0,757.9,7.2,40.0,2.0,21.2175,37.4143690475,42.10750988,67.58333333499999,100
0,757.9333333,8.3999999988,37.66666667,2.03,21.21208333375,37.31411309625,38.90394842,67.216666665,80
0,757.9666667,9.6000000012,35.33333333,2.07,21.19958333375,37.199648808750005,28.74648736,66.9,70
10,758.0,10.8,33.0,2.1,21.207500000000003,37.17767857125,39.23159075,67.1225,120
10,758.0333333,11.9999999988,30.66666667,2.13,21.204166666250003,37.08375595375,41.63274912,68.196666665,70
20,758.0666667,13.2000000012,28.33333333,2.17,21.2030952375,37.00127381,43.39611693,69.41666666500001,70
20,758.1,14.4,26.0,2.2,21.262500000000003,37.982309525000005,45.40035211,70.445,140
10,758.0666667,14.4,26.5,2.2,21.305052083750002,39.81189732,16.42115092,70.36166667,100
10,758.0333333,14.4,27.0,2.2,21.327166667500002,39.74716666750001,29.88885515,67.681666665,100
0,757.9333333,14.4,28.5,2.2,21.30928571375,38.977559525000004,14.54636811,65.63,120
0,757.9,14.4,29.0,2.2,21.31541666625,38.704499999999996,28.91643717,64.566666665,80
0,757.9,14.4,29.0,2.13,21.304821427500002,38.3975,17.12028935,63.383333335,90
0,757.9,14.4,29.0,2.07,21.315500000000004,38.09074999875,34.55988048,59.533333334999995,100
0,757.9,14.4,29.0,2.0,21.339642857500003,37.829761905,15.38176718,60.05,90
0,757.9,14.4,29.0,1.93,21.335,37.6045,5.280584644,62.93,100
0,757.9,14.4,29.0,1.87,21.342261905,37.491130952499994,24.46760744,67.216666665,90
0,757.9,14.4,29.0,1.8,21.35916666625,37.446,35.97194831,68.03,90
10,757.9333333,14.4,30.83333333,2.02,21.3452083325,37.397916666250005,9.613046073,68.69666667,80
0,757.9666667,14.4,32.66666667,2.23,21.336666666250004,37.3570833325,40.59007941,69.261666665,80
0,758.0666667,14.4,38.16666667,2.88,21.38705357125,37.256791666249995,27.31869137,64.98333333,90
0,758.1,14.4,40.0,3.1,21.4125,37.2543452375,11.13563241,63.583333335,70
0,758.0333333,14.4,40.0,3.0,21.410238095,37.200178570000006,36.03150744,60.811666665000004,70
0,757.9666667,14.4,40.0,2.9,21.4341666675,37.16226190625,46.21144464,59.911666665,60
0,757.9,14.4,40.0,2.8,21.45583333375,37.1261309525,22.27122198,57.328333334999996,80
0,757.8333333,14.4,40.0,2.7,21.46625,37.068363095,28.01237179,55.098333335,60
10,757.7666667,14.4,40.0,2.6,21.4725,37.0306547625,16.83309256,61.231666665,70
0,757.7,14.4,40.0,2.5,21.43083333375,37.02386904750001,10.6571933,64.898333335,60
0,757.7,12.6,40.0,2.42,21.42857142875,36.99083333375,35.01062741,67.63333333,60
0,757.7,10.8,40.0,2.33,21.42458333375,36.94166666625,48.20664043,69.46666667,70
0,757.7,9.0,40.0,2.25,21.4378125,36.8913333325,39.46291659,70.633333335,60
0,757.7,7.2,40.0,2.17,21.47053571375,36.91494047625,18.84786852,72.096666665,50
0,757.7,5.4,40.0,2.08,21.505,36.917750000000005,20.30979897,70.395,50
0,757.7,3.6,40.0,2.0,21.50125000125,36.897321428750004,25.43187147,64.395,50
0,757.6333333,6.0000000012,40.0,2.02,21.515,36.86416666624999,32.3229189,58.3725,60
10,757.5666667,8.3999999988,40.0,2.03,21.52369047625,36.81084821499999,0.597852888,54.88,70
0,757.5,10.8,40.0,2.05,21.5295,36.75899999999999,6.803042104,55.266666665,60
0,757.4333333,13.2000000012,40.0,2.07,21.558750000000003,36.71767857125,2.334872249,54.081666665,60
0,757.3666667,15.5999999988,40.0,2.08,21.559583332500004,36.67979166625,30.67451083,51.894999999999996,70
0,757.3,18.0,40.0,2.1,21.5809672625,36.66443452375,9.367384145,46.815,70
0,757.3,19.1999999988,40.0,1.85,21.59333333375,36.5925833325,38.8493448,44.898333335,80
0,757.3,20.400000001200002,40.0,1.6,21.62178571375,36.5198809525,28.43853076,43.616666665,60
0,757.3,21.6,40.0,1.35,21.65666666625,36.49466666625,15.7875027,42.433333335,80
0,757.3,22.7999999988,40.0,1.1,21.643988094999997,36.423571428749995,0.041232316,46.478333335,70
10,757.3,24.0000000012,40.0,0.85,21.627916666249998,36.405312499999994,2.214880055,51.965,60
0,757.3,25.2,40.0,0.6,21.63803571375,36.38875,25.53206242,54.416666665,60
0,757.3166667,24.599999998799998,40.0,0.867,21.666249999999998,36.37090476125,20.69639403,53.566666670000004,60
0,757.3333333,24.0000000012,40.0,1.13,21.67041666625,36.3508333325,35.05693693,53.298333330000006,80
0,757.35,23.400000000000002,40.0,1.4,21.64779762,36.3241071425,10.71411258,57.114999999999995,80
0,757.3666667,22.7999999988,40.0,1.67,21.65,36.319809523749996,14.86386316,61.379999999999995,80
0,757.3833333,22.200000001200003,40.0,1.93,21.6575,36.28416666625,30.60079722,62.690416665,100
0,757.4,21.6,40.0,2.2,21.669583333749998,36.2195833325,40.90255979,63.648333335000004,90
0,757.3833333,21.6,40.0,2.03,21.690416667500003,36.1003571425,30.97808562,57.480000000000004,110
0,757.3666667,21.6,40.0,1.87,21.715,36.000761905000005,21.44054803,54.230000000000004,100
0,757.35,21.6,40.0,1.7,21.73229166625,35.9171875,24.32159716,48.5,110
0,757.3333333,21.6,40.0,1.53,21.7333333325,35.9288690475,9.194006445,47.216666665000005,120
0,757.3166667,21.6,40.0,1.37,21.758690476250003,35.79357142875,15.40450292,45.483333335,120
0,757.3,21.6,40.0,1.2,21.790208333749998,35.705000000000005,47.04881428,44.5,110
0,757.35,20.9999999988,40.0,1.18,21.792499999999997,35.64116071375,30.83355202,43.695,110
0,757.4,20.400000001200002,40.0,1.17,21.76833333375,35.52091666625,15.9751697,44.52833333,110
0,757.45,19.8,40.0,1.15,21.749761905,35.41440476125,33.96254829,45.315,110
0,757.5,19.1999999988,40.0,1.13,21.71458333375,35.33024999999999,27.27443407,45.445,110
0,757.55,18.6000000012,40.0,1.12,21.70083333375,35.268749998749996,34.95116142,45.1,100
0,757.6,18.0,40.0,1.1,21.7029166675,35.18741666625,13.06503094,44.230000000000004,100
0,757.6333333,18.0,40.0,1.02,21.676607142500004,35.14127976125,21.83865982,45.1,90
0,757.6666667,18.0,40.0,0.933,21.66291666625,35.0730833325,18.78850192,45.863333335,70
0,757.7,18.0,40.0,0.85,21.67541666625,35.06095238,42.71829317,47.615,100
0,757.7333333,18.0,40.0,0.767,21.660166666249996,35.054749998750005,38.66361411,48.426666665,100
0,757.7666667,18.0,40.0,0.683,21.608690476249997,35.011250000000004,27.29513252,49.36166667,120
0,757.8,18.0,40.0,0.6,21.582499999999996,34.96058333375,32.36664521,50.613333335,110
0,757.8333333,16.8000000012,40.0,0.7,21.582500000000003,34.88966517875,3.293259477,52.14666667,110
10,757.8666667,15.5999999988,40.0,0.8,21.5656547625,34.81676190499999,32.69058353,53.32833333,110
0,757.9,14.4,40.0,0.9,21.5516666675,34.775059525,46.4575923,54.798333334999995,110
0,757.9333333,13.2000000012,40.0,1.0,21.54283333375,34.77247619,43.0274402,56.79666667,110
10,757.9666667,11.9999999988,40.0,1.1,21.512499999999996,34.76141666625,39.8901913,58.2,100
0,758.0,10.8,40.0,1.2,21.49708333375,34.761464286249996,10.66819638,59.83,90
0,758.05,10.8,40.0,1.1,21.479062499999998,34.766875,48.46785176,60.84666667,110
0,758.1,10.8,40.0,1.0,21.45291666625,34.76255952375,36.38853554,61.933333329999996,90
0,758.15,10.8,40.0,0.9,21.44241071375,34.79502380875001,17.19817637,62.516666665,90
0,758.2,10.8,40.0,0.8,21.431250000000002,34.88741666625,7.200588379,63.03166667,80
0,758.25,10.8,40.0,0.7,21.432499999999997,35.09741071375,6.927875988,63.34833333,80
10,758.3,10.8,40.0,0.6,21.412321428749998,35.2495833325,42.29730518,63.896666665,80
0,758.2833333,10.8,40.0,0.633,21.393875,35.4029479175,28.57055862,64.796666665,80
0,758.2666667,10.8,40.0,0.667,21.4131547625,35.528749999999995,28.5242721,65.215,80
0,758.25,10.8,40.0,0.7,21.39625,35.62066666625,24.28489527,66.42125,70
0,758.2333333,10.8,40.0,0.733,21.39625,35.712738095,7.563816512,67.116666665,70
0,758.2166667,10.8,40.0,0.767,21.37666666625,35.79325,36.61927963,68.133333335,60
0,758.2,10.8,40.0,0.8,21.380833333749997,35.90291666625,43.56599175,69.263333335,60
0,758.1833333,9.6000000012,40.0,0.75,21.368333333749998,35.99308333249999,22.72380326,69.68333333,60
0,758.1666667,8.3999999988,40.0,0.7,21.340952379999997,36.07505952375,25.80454689,70.16666667,80
0,758.15,7.2,40.0,0.65,21.3391666675,36.16925,32.38021544,70.6,70
